"Accident_Number","Event_Date","Location","Country","Latitude","Longitude","Airport_Code","Airport_Name","Injury_Severity","Aircraft_Damage","Registration_Number","Make","Model","Schedule","Air_Carrier","Total_Fatal_Injuries","Total_Serious_Injuries","Total_Uninjured","Weather_Condition","Broad_Phase_of_Flight"
"DCA09RA030","2/25/09","Amsterdam, Netherlands","Netherlands","","","","","Fatal(9)","Destroyed","","Boeing","737","SCHD","","9","27","45","",""
"OPS08IA014B","8/28/08","","United States","","","","","Incident","","","Boeing","737","SCHD","","0","0","159","",""
"DCA08WA100","8/16/08","Paris, France","France","","","LFPG","Charles DeGaulle","Incident","","","Boeing","737","NSCH","","0","0","2","VMC",""
"DCA07WA053","6/25/07","Treviso, Italy","Italy","","","","","Non-Fatal","Minor","","Boeing","737","SCHD","","0","0","181","",""
"DCA07RA040","5/5/07","Douala, Cameroon","Cameroon","","","","","Fatal(114)","Destroyed","","Boeing","737","SCHD","","114","0","","",""
"DCA06WA037","5/3/06","Skelleftea, Sweden","Sweden","","","","","Incident","Minor","","Boeing","737","NSCH","","0","0","","",""
"OPS08IA014A","8/28/08","","United States","","","","","Incident","","","Boeing","747","SCHD","","0","0","159","",""
"DCA08RA063","5/25/08","Brussels, Belgium","Belgium","","","","","Non-Fatal","Destroyed","N704CK","Boeing","747","NSCH","","0","0","5","",""
"DCA05WA005","11/7/04","Sharjah, United Arab Emirates","United Arab Emirates","","","","","Unavailable","Substantial","","Boeing","747","SCHD","","0","0","","",""
"DCA05WA007","11/4/04","Paris, France","France","","","","","Incident","Minor","","Boeing","747","SCHD","","0","0","","",""
"ENG07WA026","4/14/07","Chicago, IL","United States","","","","","Incident","","","Boeing","747","SCHD","","0","0","","",""
"DCA08WA094","8/26/08","Montreal, Canada","Canada","","","","","Incident","","","Boeing","747","SCHD","","0","0","2","VMC",""
"OPS06IA004B","1/27/06","Las Vegas, NV","United States","","","","","Incident","","","Boeing","757","SCHD","","0","0","2","VMC","TAKEOFF"
"DCA07WA021","12/31/06","Athens, Greece","Greece","","","","","Incident","","","Boeing","757","SCHD","","0","0","227","",""
"DCA05RA049","3/10/05","Beijing, China","China","","","","","Non-Fatal","Substantial","","Boeing","757","SCHD","","0","0","2","",""
"CHI01LA154","6/5/01","Kokomo, IN","United States","","","","","Non-Fatal","","N563UA","Boeing","757","SCHD","","0","1","150","","CRUISE"
"DCA05WA043","3/14/05","Buenos Aires, Argentina","Argentina","","","","","Incident","","N656UA","Boeing","767","SCHD","","0","0","173","",""
"DCA06WA056","7/24/06","Cancun, Mexico","Mexico","","","","","Incident","","N67157","Boeing","767","SCHD","","0","0","138","",""
"DCA05WA008A","11/7/04","Manchester, United Kingdom","United Kingdom","","","","","Incident","Minor","","Boeing","767","SCHD","","0","0","","",""
"ATL01WA106","9/7/01","Buenos Aires, Argentina","Argentina","","","","","Non-Fatal","","N194DN","Boeing","767","SCHD","","0","1","89","IMC",""
"DCA11WA043","4/10/11","Paris, France","France","","","LFPG","Paris DeGaulle","Non-Fatal","Substantial","","Boeing","777","SCHD","","0","0","361","",""
"DCA08WA082","7/2/08","Milan, Italy","Italy","","","","","Unavailable","Substantial","","Boeing","777","SCHD","","0","0","","",""
"DCA05WA042","3/11/05","Buenos Aires, Argentina","Argentina","","","","","Non-Fatal","Substantial","N790AN","Boeing","777","SCHD","","0","0","201","",""
"DEN06IA034","1/19/06","Denver, CO","United States","39.858333","-104.666667","DEN","DENVER INTL","Incident","Minor","N798UA","Boeing","777","SCHD","","0","0","184","IMC","STANDING"
"CHI03LA237","7/17/03","Chicago, IL","United States","41.979723","-87.904444","ORD","CHICAGO O'HARE INTL","Non-Fatal","","N779UA","Boeing","777","SCHD","","0","1","269","VMC","DESCENT"
"DCA04WA043","4/28/04","Bogota, Colombia","Colombia","","","","","Non-Fatal","Substantial","N189AX","McDonnell Douglas","DC-10","NSCH","","0","0","2","",""
"DCA97WA023","2/1/97","Fort du France, West Indies","West Indies","","","","","Non-Fatal","","","McDonnell Douglas","DC-10","SCHD","","0","1","3","",""
"DCA11WA107","9/26/11","Puerto Ordaz, Venezuela","Venezuela","","","","Puerto Ordaz","Non-Fatal","Substantial","","McDonnell Douglas","DC-9","SCHD","","0","0","130","","LANDING"
"SEA03IA046","3/14/03","Seattle, WA","United States","47.448889","-122.309444","SEA","Seattle-Tacoma International","Incident","","N298AA","McDonnell Douglas","DC-9","SCHD","","0","0","111","VMC","LANDING"
"DCA04MA082","9/19/04","Memphis, TN","United States","","","KMEM","Memphis International","Non-Fatal","Substantial","N601FE","McDonnell Douglas","MD-11","NSCH","","0","0","2","VMC","LANDING"
"DCA02WA022","2/3/02","Dublin, Ireland","Ireland","","","","","Incident","Minor","N803DE","McDonnell Douglas","MD-11","SCHD","","0","0","181","",""
"ANC05IA002","10/8/04","Anchorage, AK","United States","61.174445","-149.996389","ANC","Ted Stevens Anchorage Int'l","Incident","Minor","N275WA","McDonnell Douglas","MD-11","","","0","0","2","VMC","TAKEOFF"
"DCA06WA057","7/4/06","Toyota, Japan","Japan","","","","","Incident","","","McDonnell Douglas","MD-80","SCHD","","0","1","151","",""
"DCA13WA020","11/13/12","Johannesburg, South Africa","South Africa","","","FAJS","Tambo","Incident","Minor","","McDonnell Douglas","MD-80","SCHD","","0","0","137","",""
"DCA08RA090","8/20/08","Madrid, Spain","Spain","","","","","Fatal(154)","Destroyed","","McDonnell Douglas","MD-80","SCHD","","154","18","","",""
"DCA07RA063","9/16/07","Phuket, Thailand","Thailand","","","","","Fatal(89)","Destroyed","","McDonnell Douglas","MD-80","SCHD","","89","0","41","IMC",""
"DCA06WA027","3/4/06","Surabaya, Indonesia","Indonesia","","","","","Incident","Substantial","","McDonnell Douglas","MD-80","SCHD","","0","0","143","VMC",""
"DCA08WA013","1/18/06","Makassar, Indonesia","Indonesia","","","","","Incident","Minor","","McDonnell Douglas","MD-80","SCHD","","0","0","170","IMC",""
"DCA08WA012","8/19/05","Jakarta, Indonesia","Indonesia","","","","","Non-Fatal","Substantial","","McDonnell Douglas","MD-80","SCHD","","0","0","2","IMC",""
"DCA05RA093","8/16/05","Machiques, Venezuela","Venezuela","","","","","Fatal(160)","Destroyed","","McDonnell Douglas","MD-80","NSCH","","160","0","","",""
"DCA12RA084","6/3/12","Lagos, Nigeria","Nigeria","6.577223","3.321111","","","Fatal(153)","Destroyed","","McDonnell Douglas","MD-80","SCHD","","153","0","","",""
"DCA11WA061","5/12/11","Tao-Yuan, Taiwan","Taiwan","","","","Tao-Yuan","Incident","Minor","","McDonnell Douglas","MD-90","SCHD","","0","0","101","","LANDING"
"DCA09WA073","5/28/09","Cagliari Airport, Italy","Italy","","","LIEE","Cagliari Airport","Incident","","","McDonnell Douglas","MD-80","SCHD","","0","0","","",""
"DCA12WA080","5/16/12","Taipei, Taiwan","Taiwan","","","","","Incident","Minor","","McDonnell Douglas","MD-80","SCHD","","0","0","","","LANDING"
"IAD00IA026","3/12/00","BALTIMORE, MD","United States","","","BWI","BALTIMORE-WASHINGTON INT","Incident","Minor","N838EX","Bombardier","DHC-8","SCHD","(DBA: US AIRWAYS EXPRESS)","0","0","32","VMC","STANDING"
"NYC00LA007","10/6/99","PHILADELPHIA, PA","United States","","","","","Non-Fatal","Substantial","N818EX","Bombardier","DHC-8","SCHD","ALLEGHENY AIRLINES INC.","0","0","15","VMC","CRUISE"
"DCA15WA156","4/12/15","Zurich, Switzerland","Switzerland","","","","","Incident","","","Boeing","737","","","0","0","","","CLIMB"
"DCA15WA016B","9/17/14","Malaga, Spain","Spain","","","LEMG","Malaga","Incident","","","Boeing","737","SCHD","","0","0","2","",""
"DCA13WA160","12/2/12","Shannon, Ireland","Ireland","","","","N/A","Incident","Minor","","Boeing","777","SCHD","","0","0","","",""
"ERA09LA444","8/5/09","Fayetteville, NC","United States","34.988055","-78.874723","","","Non-Fatal","","N328EN","Bombardier","DHC-8","SCHD","PIEDMONT AIRLINES INC (DBA: US Airways Express)","0","1","32","VMC",""
"MIA96FA162","6/23/96","ORLANDO, FL","United States","","","MCO","ORLANDO INTERNATIONAL","Non-Fatal","Substantial","N168CA","Embraer","EMB-120","SCHD","(DBA: COMAIR)","0","0","32","VMC","DESCENT"
"LAX97FA189","5/21/97","SAN DIEGO, CA","United States","","","NKX","MIRAMAR NAS","Non-Fatal","Substantial","N198SW","Embraer","EMB-120","SCHD","(DBA: SKYWEST AIRLINES)","0","0","17","VMC","TAKEOFF"
"NYC08LA178","4/12/08","Potsdam, NY","United States","44.676667","-74.948333","PTD","Potsdam Municipal Airport","Non-Fatal","Substantial","N62CZ","Embraer","EMB-110","NSCH","Air Now","0","0","1","IMC","LANDING"
"DCA08FA064","5/27/08","Dallas, TX","United States","32.75","-97.333333","DFW","Dallas Fort Worth IAP","Non-Fatal","","N816AE","Embraer","ERJ","SCHD","American Airlines (DBA: American Eagle Airlines)","0","1","24","VMC",""
"DCA12CA082B","5/30/12","Chicago, IL","United States","41.973334","-87.903333","ORD","Chicago Oäó»Hare International","Non-Fatal","Substantial","N834AE","Embraer","ERJ","SCHD","AMERICAN AIRLINES INC","0","0","24","VMC","STANDING"
"DCA15CA108","3/19/15","Springfield, MO","United States","37.16","-93.429723","","N/A","Non-Fatal","Substantial","N625AE","Embraer","ERJ","SCHD","American Eagle Airlines","0","0","53","IMC","APPROACH"
"WPR09LA255","5/21/09","Los Angeles, CA","United States","33.9425","-118.406944","LAX","Los Angeles Int'l Airport","Non-Fatal","Substantial","N843AE","Embraer","ERJ","SCHD","American Eagle Airlines Inc","0","0","47","VMC","TAXI"
"CEN11IA369","6/3/11","Chicago, IL","United States","41.981389","-87.906667","ORD","Chicago O'Hare IAP","Incident","","N607AE","Embraer","ERJ","SCHD","AMERICAN EAGLE AIRLINES INC","0","0","52","VMC","LANDING"
"CEN11LA250","3/26/11","Kansas City, MO","United States","37.9125","-93.590277","MCI","Kansas City IAP","Non-Fatal","","N931AE","Embraer","ERJ","SCHD","AMERICAN EAGLE AIRLINES INC","0","1","51","VMC","CLIMB"
"CEN11LA092","11/23/10","Madison, WI","United States","43.14","-89.3375","MSN","Dane County Regional Airport","Non-Fatal","","N678AE","Embraer","ERJ","SCHD","AMERICAN EAGLE AIRLINES INC","0","1","48","VMC","STANDING"
"CEN10LA363","6/28/10","PIONEER, LA","United States","32.383611","-94.706944","","","Non-Fatal","","N601DW","Embraer","ERJ","SCHD","AMERICAN EAGLE AIRLINES INC","0","2","40","IMC",""
"CEN13CA117","12/28/12","CHICAGO, IL","United States","44.667778","-85.55","","","Non-Fatal","","N619AE","Embraer","ERJ","SCHD","AMERICAN EAGLE AIRLINES INC (DBA: AMERICAN EAGLE AIRLINES INC)","0","1","2","VMC","TAKEOFF"
"CHI01IA055","12/27/00","CHICAGO, IL","United States","","","","","Incident","","N721HS","Embraer","ERJ","SCHD","AMERICAN EAGLE AIRLINES, INC. (DBA: AMERICAN EAGLE AIRLINES)","0","0","12","VMC","CLIMB"
"DCA95MA054","8/21/95","CARROLLTON, GA","United States","","","CTJ","WEST GEORGIA REGIONAL","Fatal(8)","Destroyed","N256AS","Embraer","EMB-120","SCHD","ATLANTIC SOUTHEAST AIRLINES (DBA: DELTA CONNECTOR)","8","13","0","VMC","CLIMB"
"DCA08IA019","12/17/07","Jamaica, NY","United States","40.639722","73.778889","JFK","John F. Kennedy International","Incident","Minor","N272SK","Embraer","ERJ","SCHD","Chautauqua Airlines (DBA: Delta Connection)","0","0","53","VMC","STANDING"
"CEN11IA270","4/3/11","Dubuque, IA","United States","42.401111","-90.705556","DBQ","Dubuque Regional Airport","Incident","Minor","N377SK","Embraer","ERJ","SCHD","Chautauqua Airlines Inc","0","0","47","VMC","TAXI"
"CEN11LA085","11/30/10","Milwaukee, WI","United States","41.916945","-88.3125","MKE","General Mitchell IAP","Non-Fatal","","N12530","Embraer","ERJ","SCHD","CHAUTAUQUA AIRLINES INC","0","1","19","IMC","CRUISE"
"DCA13CA056","2/19/13","Cincinnati, OH","United States","39.048611","-84.667778","KCVG","Cincinnati-Northern Kentucky","Non-Fatal","","N283SK","Embraer","ERJ","SCHD","CHAUTAUQUA AIRLINES INC","0","1","53","VMC","STANDING"
"CEN14LA262","5/28/14","Traverse City, MI","United States","44.741666","-85.581667","TVC","CHERRY CAPITAL","Non-Fatal","Substantial","N299SK","Embraer","ERJ","SCHD","CHAUTAUQUA AIRLINES INC (DBA: American Connection)","0","0","45","VMC","APPROACH"
"NYC02IA076","3/26/02","Jefferson, NY","United States","42.477778","-74.668889","BDL","Bradley International Airport","Incident","Minor","N290SK","Embraer","ERJ","SCHD","Chautauqua Airlines Inc. (DBA: America West Express)","0","0","17","IMC","DESCENT"
"NYC06LA114","5/12/06","Boston, MA","United States","42.364444","-71.005278","BOS","General Edward Lawrence Logan","Non-Fatal","Substantial","N275SK","Embraer","ERJ","SCHD","Chautauqua Airlines Inc. (DBA: US Airways Express)","0","0","51","IMC","STANDING"
"MIA03LA127","6/18/03","Taylor, FL","United States","30.498889","-82.2925","","","Non-Fatal","","N294SK","Embraer","ERJ","SCHD","Chautauqua Airlines, Inc. (DBA: Delta Connection)","0","1","52","IMC","DESCENT"
"DCA01MA031","3/19/01","West Palm Beach, FL","United States","","","","","Non-Fatal","Substantial","N266CA","Embraer","EMB-120","SCHD","COMAIR INC","0","0","28","","CRUISE"
"DCA97MA017","1/9/97","MONROE, MI","United States","","","DTW","DETROIT METROPOLITAN","Fatal(29)","Destroyed","N265CA","Embraer","EMB-120","SCHD","COMAIR, INC. (DBA: COMAIR AIRLINES)","29","0","0","IMC","APPROACH"
"WPR15LA239","8/7/15","South Lake Tahoe, CA","United States","38.893333","-120.004167","","N/A","Non-Fatal","","N204NN","Embraer","E-JET","SCHD","Compass Airlines LLC (DBA: American Eagle)","0","1","65","VMC",""
"CEN11LA072","11/15/10","Minneapolis, MN","United States","44.9275","-93.303611","KMSP","Minneapolis-St. Paul Intl","Non-Fatal","Substantial","N604CZ","Embraer","E-JET","SCHD","Compass Airlines, LLC (DBA: Delta Connectiton)","0","0","80","VMC","CLIMB"
"NYC01IA107","4/25/01","Norfolk, VA","United States","","","ORF","Norfolk International Airport","Incident","","N29917","Embraer","ERJ","SCHD","CONTINENTAL EXPRESS INC","0","0","53","VMC","CRUISE"
"IAD05LA118B","8/8/05","Newark, NJ","United States","40.7","-74.172223","EWR","Newark Liberty International","Non-Fatal","Substantial","N10575","Embraer","ERJ","SCHD","CONTINENTAL EXPRESS INC","0","0","205","VMC","TAXI"
"FTW00IA228","8/12/00","San Angelo, TX","United States","","","SJT","San Angelo Regional","Incident","","N16718","Embraer","EMB-120","SCHD","Continental Express Inc. (DBA: N/A)","0","0","22","VMC","DESCENT"
"CEN11IA234","3/18/11","Akron, OH","United States","40.915","-81.443611","CAK","Akron-Canton Regional Airport","Incident","Minor","N11187","Embraer","ERJ","SCHD","Express Jet (DBA: United Express)","0","0","46","VMC","LANDING"
"WPR10LA395","8/10/10","Salt Lake City, UT","United States","40.788333","-111.977778","KSLC","Salt Lake City International","Non-Fatal","Substantial","N14105","Embraer","ERJ","SCHD","Express Jet Airlines","0","0","50","VMC","APPROACH"
"CEN10IA157","3/12/10","Chicago, IL","United States","41.830556","-87.726945","ORD","Chicago O'Hare IAP","Incident","Minor","N16561","Embraer","ERJ","SCHD","EXPRESSJET AIRLINES INC","0","0","45","VMC","APPROACH"
"ENG11IA047","8/29/11","Moline, IL","United States","41.448611","-90.5075","MLI","QUAD CITY INTL","Incident","Minor","N27152","Embraer","ERJ","SCHD","EXPRESSJET AIRLINES INC","0","0","53","VMC","LANDING"
"NYC03FA035","1/6/03","Cleveland, OH","United States","41.445833","-81.8425","CLE","Cleveland-Hopkins Intl Arpt","Non-Fatal","Substantial","N16571","Embraer","ERJ","SCHD","ExpressJet Airlines Inc. (DBA: Continental Express)","0","0","50","IMC","LANDING"
"DCA09FA025","12/31/08","New York, NY","United States","40.639722","-73.770278","JFK","John F. Kennedy International","Non-Fatal","Substantial","N844MJ","Embraer","ERJ","SCHD","Freedom Airlines Inc., (DBA: Delta Connection)","0","0","53","IMC",""
"ATL96IA053","2/20/96","RALEIGH, NC","United States","","","RDU","RALEIGH-DURHAM INTL","Incident","","N129AM","Embraer","EMB-120","SCHD","GREAT LAKES AVIATION LTD (DBA: MIDWAY CONNECTION)","0","0","8","VMC","CLIMB"
"ENG09IA017","9/3/09","Nassau, Bahamas","Bahamas","","","MYNN","Lynden Pindling International","Incident","Minor","N258JB","Embraer","E-JET","SCHD","JetBlue Airways","0","0","","","LANDING"
"NYC02LA013","10/16/01","Roanoke, VA","United States","37.315278","-79.134166","ROA","Roanoke Regional","Non-Fatal","Substantial","N825MJ","Embraer","ERJ","SCHD","Mesa Airlines (DBA: US Airways Express)","0","0","33","VMC","LANDING"
"CEN09LA106","12/26/08","Kansas City, MO","United States","","","KMCI","Kansas City International","Non-Fatal","","N871RW","Embraer","E-JET","SCHD","REPUBLIC AIRLINE INC (DBA: Republic Airlines)","0","1","76","VMC","DESCENT"
"CEN10LA189","4/3/10","Runnells, IA","United States","41.525556","-93.313333","","","Non-Fatal","","N869RW","Embraer","E-JET","SCHD","Republic Airlines (DBA: Midwest Airlines)","0","1","29","VMC",""
"DCA08CA041A","2/17/08","Washington, DC","United States","38.858333","-77.041666","KDCA","Washington Reagan","Non-Fatal","Minor","N828MD","Embraer","E-JET","SCHD","REPUBLIC AIRLINES INC","0","0","132","VMC",""
"DCA09FA068","7/27/09","Norfolk, VA","United States","36.894444","-76.201111","","N/A","Non-Fatal","","N135HQ","Embraer","E-JET","SCHD","Republic Airlines Inc.,","0","1","85","VMC","CLIMB"
"DCA04IA018","1/19/04","Bangor, MA","United States","","","","","Incident","Minor","N734EK","Embraer","ERJ","SCHD","SIMMONS AIRLINES INC","0","0","40","VMC","TAKEOFF"
"LAX97IA056","11/29/96","LOS ANGELES, CA","United States","","","LAX","LOS ANGELES INTERNATIONAL","Incident","","N291SW","Embraer","EMB-120","SCHD","SKYWEST AIRLINES (DBA: SKYWEST AIRLINES, INC.)","0","0","17","VMC","APPROACH"
"WPR09IA123","2/21/09","Salt Lake City, UT","United States","40.788333","-111.9775","SLC","Salt Lake City Int. Airport","Incident","Minor","N270YV","Embraer","EMB-120","SCHD","SKYWEST AIRLINES INC","0","0","4","VMC","TAXI"
"WPR10IA135","2/16/10","Los Angeles, CA","United States","33.942222","-118.3975","LAX","Los Angeles International","Incident","Minor","N226SW","Embraer","EMB-120","SCHD","SKYWEST AIRLINES INC (DBA: United Express)","0","0","31","VMC","TAXI"
"LAX01LA105","2/25/01","MONTEREY, CA","United States","36.416667","-121.833333","","","Non-Fatal","","N288SW","Embraer","EMB-120","SCHD","SKYWEST AIRLINES, INC.","0","1","32","VMC","DESCENT"
